,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
861,t,strict_14_with_grace_period,f,4,Castro/Upper Market,94114.0,37.75700038749142,-122.42687848613886,House,Entire home/apt,11,3.0,5.0,0.0,Real Bed,5,8,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1450.0
862,f,moderate,t,1,Outer Richmond,94121.0,37.774985676890395,-122.48906580936341,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,44,92.0,10.0,10.0,10.0,10.0,9.0,9.0,133.0
863,f,strict_14_with_grace_period,f,5,West of Twin Peaks,94127.0,37.73400878510072,-122.46474911631687,House,Private room,1,3.0,1.0,1.0,Real Bed,2,159,94.0,10.0,10.0,10.0,10.0,9.0,9.0,45.0
864,f,moderate,f,1,Downtown/Civic Center,94109.0,37.785694425866076,-122.42126705027037,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
865,t,strict_14_with_grace_period,f,2,Noe Valley,94114.0,37.75288389161047,-122.42817349504145,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,79,96.0,10.0,10.0,10.0,10.0,10.0,9.0,165.0
866,t,moderate,f,2,Mission,94110.0,37.75008134512552,-122.41840931234987,Apartment,Private room,1,1.0,1.0,0.0,Real Bed,1,23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
867,f,moderate,f,2,South of Market,94107.0,37.77913199659453,-122.40463682808,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,103,93.0,10.0,9.0,10.0,10.0,8.0,9.0,170.0
868,f,strict_14_with_grace_period,f,1,Western Addition,94117.0,37.773333154127975,-122.4321970156897,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,3,63,93.0,10.0,9.0,10.0,10.0,10.0,9.0,285.0
869,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.75110161115565,-122.42414324140991,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
870,t,strict_14_with_grace_period,t,1,Noe Valley,94114.0,37.750448776295855,-122.42785257418045,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,216,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
871,f,strict_14_with_grace_period,t,1,Pacific Heights,94115.0,37.79058865638206,-122.43884118901852,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,14,100.0,10.0,10.0,9.0,10.0,10.0,10.0,150.0
872,f,strict_14_with_grace_period,f,1,Mission,94103.0,37.76949284693021,-122.42543030947004,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,31,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,225.0
873,t,moderate,f,3,Western Addition,94115.0,37.777939842061826,-122.44511559073271,House,Private room,2,1.0,1.0,1.0,Real Bed,2,188,99.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
874,t,moderate,f,1,Inner Richmond,94118.0,37.77844813531895,-122.46892727447045,Guest suite,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,234,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
875,f,flexible,f,13,Western Addition,94117.0,37.77733448678204,-122.43735677095715,Apartment,Private room,2,3.0,1.0,1.0,Real Bed,30,10,82.0,8.0,7.0,10.0,10.0,10.0,8.0,50.0
876,f,strict_14_with_grace_period,f,22,Castro/Upper Market,94114.0,37.76448235228922,-122.42923810328678,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,30,18,90.0,9.0,9.0,9.0,9.0,10.0,9.0,145.0
877,f,strict_14_with_grace_period,t,13,Western Addition,94117.0,37.776929009032656,-122.4373855503162,Apartment,Private room,2,3.0,1.0,2.0,Real Bed,30,8,98.0,9.0,9.0,10.0,10.0,10.0,10.0,60.0
878,f,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.76164550239963,-122.40442335629284,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,92,98.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0
879,t,strict_14_with_grace_period,f,2,Inner Richmond,94115.0,37.77527443248854,-122.45474657354131,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,4,81,96.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0
880,t,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.764578681656005,-122.39335367229404,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,262,99.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
881,t,moderate,f,1,Diamond Heights,94131.0,37.73564259981562,-122.44085412792214,House,Entire home/apt,8,3.0,3.0,4.0,Real Bed,5,54,93.0,9.0,9.0,10.0,10.0,9.0,9.0,390.0
882,f,strict_14_with_grace_period,f,1,South of Market,94107.0,37.77813733457669,-122.39769570320487,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
883,f,strict_14_with_grace_period,t,3,Mission,94103.0,37.76908910711109,-122.42170745428824,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,56,92.0,10.0,9.0,10.0,10.0,9.0,9.0,75.0
884,f,strict_14_with_grace_period,t,1,Western Addition,94102.0,37.77656530664152,-122.42883309399993,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,141,96.0,10.0,9.0,10.0,10.0,9.0,9.0,145.0
885,f,strict_14_with_grace_period,f,47,Western Addition,94115.0,37.777752361917464,-122.43321193173965,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,28,82.0,9.0,9.0,9.0,9.0,9.0,9.0,94.0
886,t,flexible,f,1,Mission,94110.0,37.75985834708175,-122.4221531304273,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,2,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
887,f,strict_14_with_grace_period,f,3,Bayview,94124.0,37.74026362398912,-122.38876660834292,House,Private room,1,0.0,1.0,1.0,Real Bed,30,8,98.0,10.0,10.0,10.0,10.0,9.0,10.0,46.0
888,f,flexible,f,7,Haight Ashbury,94117.0,37.76827405912722,-122.44505504702705,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,4,85.0,10.0,10.0,9.0,8.0,9.0,9.0,157.0
889,t,moderate,f,2,Western Addition,94117.0,37.77646509398123,-122.4309604311912,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,46,97.0,10.0,10.0,9.0,9.0,10.0,9.0,300.0
890,f,strict_14_with_grace_period,f,1,Bayview,94124.0,37.71874729584509,-122.39548342059929,House,Entire home/apt,8,1.0,2.0,2.0,Real Bed,30,10,96.0,10.0,10.0,10.0,10.0,8.0,9.0,131.0
891,f,strict_14_with_grace_period,f,1,Noe Valley,94131.0,37.744496822277775,-122.42717971618015,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,30,98,99.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0
892,f,strict_14_with_grace_period,t,1,Noe Valley,94114.0,37.75205620610597,-122.43009220698498,House,Entire home/apt,6,3.5,4.0,4.0,Real Bed,7,20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,850.0
893,t,strict_14_with_grace_period,t,1,Western Addition,94115.0,37.78636612203693,-122.4379296413845,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,1,122,95.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
894,f,strict_14_with_grace_period,f,1,Bernal Heights,94110.0,37.739346294767536,-122.42127405377562,House,Private room,2,1.0,1.0,1.0,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0
895,f,moderate,t,1,Mission,94110.0,37.764312877369754,-122.42447590294304,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,5,100.0,10.0,10.0,10.0,10.0,10.0,8.0,299.0
896,f,strict_14_with_grace_period,f,2,South of Market,94105.0,37.788298861896294,-122.39151370341915,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,30,29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
897,f,moderate,t,2,Western Addition,94115.0,37.78017226625294,-122.43770819958306,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,5,108,94.0,9.0,9.0,10.0,10.0,9.0,9.0,156.0
898,t,moderate,f,1,Western Addition,94115.0,37.781041645239426,-122.44003100681324,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,2,48,95.0,10.0,10.0,10.0,10.0,10.0,9.0,215.0
899,f,moderate,t,1,Haight Ashbury,94117.0,37.77570008739193,-122.43847173013019,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,308,98.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0
900,t,flexible,f,2,West of Twin Peaks,94131.0,37.736409634119504,-122.44437855807872,House,Private room,2,1.0,1.0,1.0,Real Bed,3,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0
901,t,strict_14_with_grace_period,f,2,Inner Sunset,94131.0,37.75389009804378,-122.45801705507765,House,Private room,7,1.0,1.0,3.0,Real Bed,1,492,97.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
902,t,strict_14_with_grace_period,t,1,Visitacion Valley,94134.0,37.721982903595595,-122.40757671341672,House,Private room,4,1.0,1.0,3.0,Real Bed,1,88,96.0,10.0,9.0,10.0,10.0,9.0,10.0,129.0
903,f,strict_14_with_grace_period,t,2,Financial District,94133.0,37.79722637181293,-122.40113019284844,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,180.0
904,t,moderate,f,1,Excelsior,94112.0,37.72248434020252,-122.42778764903323,Guest suite,Entire home/apt,2,1.0,0.0,0.0,Real Bed,2,119,96.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0
905,t,moderate,f,1,Pacific Heights,94115.0,37.79187893497605,-122.43205291090956,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,63,99.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
906,t,moderate,f,1,Mission,94110.0,37.751679761232865,-122.41979235071804,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,2,96,98.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
907,f,strict_14_with_grace_period,f,1,Seacliff,94121.0,37.78156408540695,-122.49442445483001,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,68,94.0,9.0,9.0,10.0,10.0,10.0,9.0,93.0
908,f,strict_14_with_grace_period,t,1,Pacific Heights,94115.0,37.790485635882156,-122.43904713620373,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,72,94.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0
909,t,moderate,f,1,Inner Sunset,94122.0,37.755616007613575,-122.4680532329203,Guesthouse,Private room,1,1.0,1.0,1.0,Real Bed,2,101,99.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
910,t,moderate,t,2,Mission,94110.0,37.757704881373975,-122.40841143471675,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,3,19,95.0,10.0,10.0,10.0,10.0,9.0,10.0,190.0
911,t,moderate,f,3,Mission,94110.0,37.748659860264006,-122.41119209662209,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,67,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
912,t,moderate,f,1,Mission,94110.0,37.76428759381807,-122.41275535005951,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,161,100.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0
913,t,flexible,f,1,Haight Ashbury,94117.0,37.76907269951077,-122.43754961384909,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,3,52,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
914,t,strict_14_with_grace_period,f,2,Castro/Upper Market,94114.0,37.76359353158139,-122.43455414969648,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,3,78,95.0,10.0,9.0,10.0,10.0,10.0,9.0,165.0
915,f,moderate,f,1,Inner Richmond,94118.0,37.78084624477994,-122.47293416661269,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,116,94.0,9.0,9.0,10.0,10.0,9.0,9.0,120.0
916,f,strict_14_with_grace_period,f,1,Bernal Heights,94110.0,37.73997863753428,-122.41271309166224,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,94,95.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0
917,t,moderate,f,1,Bernal Heights,94110.0,37.73971170959058,-122.4159029182346,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,121,98.0,10.0,10.0,10.0,10.0,10.0,10.0,101.0
918,t,moderate,f,4,Mission,94110.0,37.751140425960045,-122.40785876531595,Condominium,Entire home/apt,5,1.0,3.0,0.0,Real Bed,5,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
919,f,strict_14_with_grace_period,f,5,Bernal Heights,94110.0,37.74003646938926,-122.42083568745872,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,23,88.0,9.0,9.0,9.0,10.0,9.0,9.0,115.0
920,f,moderate,t,3,Haight Ashbury,94117.0,37.77190749502388,-122.43917826991957,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,85,98.0,10.0,9.0,10.0,10.0,10.0,9.0,325.0
921,f,strict_14_with_grace_period,f,2,South of Market,94105.0,37.78823266733181,-122.38986333593441,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
922,t,strict_14_with_grace_period,f,1,Outer Sunset,94122.0,37.762608743373924,-122.50146238553286,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,294,98.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
923,t,moderate,f,1,Bernal Heights,94110.0,37.73939446357552,-122.41635658526572,House,Private room,2,1.0,1.0,1.0,Real Bed,3,147,96.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
924,t,strict_14_with_grace_period,f,1,Haight Ashbury,94117.0,37.7727210253599,-122.43972998049624,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,245,98.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0
925,t,flexible,f,1,Noe Valley,94114.0,37.756189863470475,-122.4288092994421,House,Private room,2,1.0,1.0,1.0,Real Bed,2,283,98.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0
926,t,moderate,f,2,Mission,94110.0,37.75993537478796,-122.42137724568278,Loft,Private room,4,1.0,2.0,2.0,Real Bed,2,480,99.0,10.0,10.0,10.0,10.0,10.0,10.0,297.0
927,t,moderate,t,4,Outer Mission,94112.0,37.724405621324884,-122.43516893982466,House,Private room,2,1.0,1.0,1.0,Real Bed,2,325,95.0,10.0,10.0,10.0,10.0,8.0,9.0,69.0
928,f,strict_14_with_grace_period,f,5,Bernal Heights,94110.0,37.740005509083424,-122.42219175494465,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,30,5,96.0,10.0,10.0,10.0,10.0,10.0,9.0,259.0
929,f,moderate,f,1,South of Market,94103.0,37.78018909049639,-122.4060090109828,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,26,93.0,10.0,9.0,10.0,10.0,9.0,9.0,600.0
930,f,moderate,t,1,Mission,94110.0,37.74967135032044,-122.41103014671215,Townhouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,23,84.0,9.0,8.0,10.0,9.0,9.0,8.0,160.0
931,t,moderate,f,1,Outer Sunset,94116.0,37.74575345992554,-122.5003227666852,House,Private room,2,1.0,1.0,1.0,Real Bed,1,253,93.0,10.0,9.0,10.0,9.0,9.0,9.0,83.0
932,t,strict_14_with_grace_period,f,1,Mission,94103.0,37.769525871766355,-122.42178079345241,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,4,43,96.0,10.0,9.0,10.0,10.0,9.0,9.0,197.0
933,f,flexible,f,1,Outer Mission,94014.0,37.70614919399276,-122.45436491240555,House,Shared room,1,1.5,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
934,f,strict_14_with_grace_period,f,2,Inner Richmond,94118.0,37.78341641251187,-122.4694115691354,House,Entire home/apt,6,1.5,3.0,5.0,Real Bed,7,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,395.0
935,t,strict_14_with_grace_period,t,1,Haight Ashbury,94117.0,37.77399814795163,-122.45309111208128,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,3,111,99.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
936,t,moderate,f,1,Western Addition,94117.0,37.77796635001915,-122.43791808091991,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,3,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
937,t,strict_14_with_grace_period,t,1,Outer Mission,94131.0,37.73285271641229,-122.44234887398319,House,Private room,3,1.0,1.0,0.0,Real Bed,1,231,97.0,10.0,9.0,10.0,10.0,10.0,10.0,119.0
938,f,strict_14_with_grace_period,f,2,Haight Ashbury,94117.0,37.76913349560624,-122.4456033551338,House,Entire home/apt,8,1.5,4.0,6.0,Real Bed,6,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0
939,t,moderate,t,4,Outer Mission,94112.0,37.72482798870461,-122.43608763125758,House,Private room,2,1.0,1.0,1.0,Real Bed,2,317,96.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0
940,f,moderate,f,1,Mission,94110.0,37.76045876082791,-122.41904380864376,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,5,120,89.0,9.0,9.0,10.0,10.0,9.0,9.0,149.0
941,t,moderate,t,4,Outer Mission,94112.0,37.72491459424978,-122.43515523145344,House,Private room,2,1.0,1.0,1.0,Real Bed,2,342,94.0,10.0,10.0,10.0,10.0,8.0,9.0,69.0
942,f,moderate,f,5,Western Addition,94115.0,37.778029992343775,-122.44016797514557,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,30,154,90.0,9.0,9.0,10.0,10.0,10.0,9.0,95.0
943,f,moderate,f,1,Mission,94110.0,37.76249604814942,-122.42260295756658,House,Entire home/apt,6,2.0,4.0,4.0,Real Bed,5,21,96.0,10.0,10.0,9.0,9.0,10.0,9.0,575.0
944,t,moderate,t,4,Inner Richmond,94118.0,37.778208495164854,-122.46113757184143,House,Entire home/apt,4,1.0,1.0,4.0,Real Bed,3,154,98.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
945,f,moderate,f,1,Mission,94110.0,37.761616864974286,-122.42393595739892,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,82,96.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
946,t,moderate,f,4,Mission,94110.0,37.748499678265965,-122.41960773993715,Apartment,Private room,2,1.0,1.0,1.0,Futon,5,97,98.0,10.0,9.0,10.0,10.0,10.0,10.0,85.0
947,f,moderate,f,2,Outer Mission,94131.0,37.732306842489706,-122.43509356040676,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,6,18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,195.0
948,t,moderate,t,1,Potrero Hill,94107.0,37.763855997591456,-122.39609365206793,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,27,96.0,10.0,9.0,10.0,10.0,10.0,10.0,160.0
949,f,strict_14_with_grace_period,f,1,Haight Ashbury,94114.0,37.76587103308753,-122.44328896571587,House,Private room,2,1.0,1.0,1.0,Real Bed,30,13,93.0,10.0,8.0,10.0,10.0,10.0,9.0,94.0
950,f,moderate,f,1,Marina,94123.0,37.806084404852434,-122.44086954264874,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,3,154,90.0,9.0,9.0,10.0,10.0,10.0,9.0,225.0
951,f,strict_14_with_grace_period,f,5,Western Addition,94115.0,37.77818644005804,-122.43969097179962,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,30,118,90.0,9.0,9.0,10.0,9.0,10.0,9.0,140.0
952,t,moderate,t,4,Outer Mission,94112.0,37.724782587745146,-122.43609178085006,House,Private room,2,1.0,1.0,1.0,Real Bed,2,307,95.0,10.0,10.0,10.0,10.0,9.0,9.0,69.0
953,f,strict_14_with_grace_period,t,3,Ocean View,94132.0,37.722184479574935,-122.47012036516621,House,Private room,2,1.0,1.0,1.0,Futon,30,50,93.0,10.0,10.0,10.0,10.0,9.0,9.0,65.0
954,t,moderate,f,2,Glen Park,94131.0,37.735079686511476,-122.4394926819141,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,3,34,98.0,10.0,10.0,10.0,10.0,10.0,10.0,228.0
955,f,strict_14_with_grace_period,f,4,Nob Hill,94108.0,37.79549706543274,-122.41105811304494,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,41,95.0,10.0,9.0,10.0,10.0,10.0,9.0,120.0
956,t,moderate,f,1,Castro/Upper Market,94114.0,37.76834710368915,-122.43372582794485,Serviced apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,91,96.0,10.0,9.0,10.0,10.0,10.0,9.0,95.0
957,t,strict_14_with_grace_period,t,4,Downtown/Civic Center,94102.0,37.78093070513054,-122.42007070431144,Condominium,Entire home/apt,3,1.0,0.0,1.0,Real Bed,30,90,98.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
958,f,moderate,f,1,Noe Valley,94131.0,37.7437198079537,-122.42757026661266,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,30,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
959,f,strict_14_with_grace_period,f,1,Outer Richmond,94121.0,37.77622306030258,-122.50906381469065,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,181,96.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
960,f,moderate,t,2,Ocean View,94112.0,37.71846884869995,-122.45181280070824,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,291,96.0,10.0,10.0,10.0,10.0,9.0,9.0,130.0
961,t,strict_14_with_grace_period,t,6,Inner Richmond,94118.0,37.773727768421885,-122.46312879440481,House,Private room,2,1.0,1.0,1.0,Real Bed,2,171,96.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
962,f,strict_14_with_grace_period,f,1,Potrero Hill,94107.0,37.75910498924391,-122.39730673498525,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,101,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
963,f,moderate,f,1,Western Addition,94117.0,37.77004935499961,-122.4302464299793,Apartment,Entire home/apt,4,2.0,3.0,2.0,Real Bed,3,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
964,f,moderate,f,2,Seacliff,94121.0,37.783888093232314,-122.50855676227975,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,260,93.0,10.0,9.0,10.0,9.0,9.0,9.0,121.0
965,t,moderate,t,2,Marina,94123.0,37.799074328035935,-122.44584470121514,House,Private room,2,1.5,1.0,1.0,Real Bed,2,329,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
966,t,moderate,f,6,Excelsior,94112.0,37.730823010578725,-122.42126456726747,Boutique hotel,Private room,1,2.0,1.0,1.0,Real Bed,30,5,100.0,10.0,9.0,10.0,10.0,9.0,10.0,39.0
967,f,moderate,f,1,West of Twin Peaks,94112.0,37.729250842364614,-122.45895659415659,House,Private room,4,1.0,2.0,2.0,Real Bed,5,117,91.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0
968,f,moderate,f,1,Nob Hill,94109.0,37.79294726759275,-122.41662642304178,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120,27,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
969,f,moderate,f,1,Downtown/Civic Center,94102.0,37.78409780865906,-122.417839655837,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,30,11,95.0,10.0,9.0,10.0,10.0,8.0,9.0,100.0
970,f,strict_14_with_grace_period,f,1,West of Twin Peaks,94127.0,37.73643805604677,-122.45665810634523,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,3,16,99.0,9.0,10.0,10.0,10.0,10.0,9.0,450.0
971,t,moderate,t,1,Outer Mission,94112.0,37.7268463422332,-122.43872968079901,House,Private room,3,1.0,1.0,2.0,Real Bed,2,245,98.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
972,f,moderate,t,1,Haight Ashbury,94117.0,37.76687570466795,-122.44645714286308,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,30,141,95.0,10.0,10.0,10.0,10.0,10.0,9.0,198.0
973,f,strict_14_with_grace_period,f,1,Western Addition,94115.0,37.78353039450153,-122.44519365883706,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,55,98.0,10.0,10.0,10.0,10.0,9.0,10.0,97.0
974,t,moderate,f,2,Pacific Heights,94115.0,37.78994608350415,-122.43541192488479,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,2,85,96.0,9.0,10.0,10.0,10.0,10.0,9.0,462.0
975,f,moderate,f,1,Bernal Heights,94110.0,37.74682231681085,-122.40565927023123,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,85,98.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
976,f,moderate,f,1,Castro/Upper Market,94114.0,37.75791296687264,-122.44272955426176,House,Private room,2,1.0,1.0,1.0,Real Bed,3,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
977,t,moderate,t,1,Bernal Heights,94110.0,37.7412770612312,-122.42154730587492,House,Private room,2,2.0,1.0,1.0,Real Bed,2,340,98.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
978,f,moderate,t,6,Mission,94103.0,37.76521164953973,-122.41652932847576,House,Private room,2,2.0,1.0,1.0,Real Bed,1,292,95.0,10.0,10.0,10.0,10.0,9.0,9.0,105.0
979,f,moderate,f,6,Mission,94103.0,37.76740963559629,-122.41466329052969,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,2,36,93.0,10.0,9.0,10.0,10.0,8.0,9.0,550.0
980,f,strict_14_with_grace_period,f,12,South of Market,94105.0,37.787885111808045,-122.38947842649063,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
981,f,strict_14_with_grace_period,f,12,South of Market,94105.0,37.788255048638575,-122.39156064758,Serviced apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,4,100.0,10.0,10.0,9.0,9.0,10.0,9.0,175.0
982,f,strict_14_with_grace_period,f,12,South of Market,94105.0,37.78726047339051,-122.39067849358506,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,140.0
983,f,strict_14_with_grace_period,f,1,Mission,94110.0,37.76120327461479,-122.40734642384388,House,Entire home/apt,9,2.0,3.0,5.0,Real Bed,3,18,94.0,10.0,9.0,10.0,10.0,9.0,9.0,449.0
984,f,moderate,t,6,Mission,94103.0,37.76602127962722,-122.41650005308679,House,Private room,2,2.0,1.0,1.0,Real Bed,1,229,94.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0
